"seqnames","start","end","annotation","distanceToTSS","SYMBOL","GENENAME"
"chr1",185153936,185154175,"Promoter (2-3kb)",2778,"TRMT1L","tRNA methyltransferase 1L"
"chrX",115894098,115894337,"Exon (ENST00000836554.1/106029310, exon 2 of 2)",51454,"DANT1","DXZ4 associated non-coding transcript 1, proximal"
"chr2",20916653,20916892,"Distal Intergenic",56882,"LINC02850","long intergenic non-protein coding RNA 2850"
"chrX",110665765,110666004,"Distal Intergenic",129761,"CHRDL1","chordin like 1"
"chr4",55638193,55638432,"Promoter (1-2kb)",-1495,"NMU","neuromedin U"
"chr2",219541891,219542034,"Promoter (1-2kb)",1063,"CHPF","chondroitin polymerizing factor"
"chr8",12707956,12708021,"Intron (ENST00000783213.1/ENST00000783213.1, intron 2 of 2)",-11111,"MIR5692A2","microRNA 5692a-2"
"chr7",7595531,7595770,"Intron (ENST00000405785.5/54468, intron 9 of 11)",-9348,"MIOS","meiosis regulator for oocyte development"
"chr1",34845422,34845661,"Intron (ENST00000426886.1/105378642, intron 2 of 4)",13384,"SMIM12","small integral membrane protein 12"
"chr18",32289574,32289813,"Promoter (2-3kb)",-2479,"GAREM1","GRB2 associated regulator of MAPK1 subtype 1"
"chr12",47773010,47773249,"Promoter (<=1kb)",0,"SLC48A1","solute carrier family 48 member 1"
"chr8",27376987,27377226,"Intron (ENST00000397501.5/2185, intron 6 of 35)",-3425,"PTK2B","protein tyrosine kinase 2 beta"
"chr12",44000423,44000662,"Intron (ENST00000266534.8/84216, intron 3 of 7)",-72850,"TMEM117","transmembrane protein 117"
"chr16",87930572,87930811,"Intron (ENST00000649158.1/763, intron 1 of 6)",5718,"CA5A","carbonic anhydrase 5A"
"chr20",31725742,31725981,"Promoter (1-2kb)",-1753,"BCL2L1","BCL2 like 1"
"chr3",69855493,69855732,"Intron (ENST00000687384.1/4286, intron 2 of 10)",-10492,"MITF","melanocyte inducing transcription factor"
"chrX",131746525,131746764,"Intron (ENST00000649541.1/286467, intron 11 of 11)",9899,"FIRRE","firre intergenic repeating RNA element"
"chr2",117772292,117772531,"Intron (ENST00000656175.1/124907878, intron 1 of 2)",31368,"LOC124907878","uncharacterized LOC124907878"
"chr20",2914201,2914440,"Intron (ENST00000455631.5/5786, intron 1 of 6)",-8767,"PTPRA","protein tyrosine phosphatase receptor type A"
"chr14",21940956,21941195,"5' UTR",-267138,"OR4E1","olfactory receptor family 4 subfamily E member 1"
"chr5",132677344,132677583,"Promoter (2-3kb)",2986,"IL4","interleukin 4"
"chr1",204302820,204303059,"Intron (ENST00000713654.1/22874, intron 1 of 22)",4336,"PLEKHA6","pleckstrin homology domain containing A6"
"chr3",27357742,27357981,"Intron (ENST00000691995.1/152110, intron 1 of 35)",11215,"NEK10","NIMA related kinase 10"
"chr12",50101683,50101922,"Promoter (2-3kb)",-2060,"GPD1","glycerol-3-phosphate dehydrogenase 1"
"chr3",126746514,126746753,"Intron (ENST00000503119.5/84303, intron 4 of 7)",15950,"CHCHD6","coiled-coil-helix-coiled-coil-helix domain containing 6"
"chr7",132249751,132249990,"Intron (ENST00000321063.9/91584, intron 4 of 31)",-10838,"PLXNA4-AS2","PLXNA4 antisense RNA 2"
"chr11",3942479,3942718,"Intron (ENST00000525403.6/6786, intron 1 of 12)",-4625,"STIM1","stromal interaction molecule 1"
"chr6",97437063,97437302,"Intron (ENST00000847815.1/101927314, intron 4 of 10)",-3500,"LOC101927314","uncharacterized LOC101927314"
"chr2",203782379,203782618,"Distal Intergenic",-71270,"CTLA4","cytotoxic T-lymphocyte associated protein 4"
"chr15",29127201,29127440,"Intron (ENST00000261275.5/23359, intron 8 of 10)",56543,"APBA2","amyloid beta precursor protein binding family A member 2"
"chr20",9393374,9393613,"Promoter (<=1kb)",-928,"PLCB4","phospholipase C beta 4"
"chr3",49566333,49566572,"Intron (ENST00000296452.5/8927, intron 1 of 11)",11856,"BSN","bassoon presynaptic cytomatrix protein"
"chr12",56346746,56346985,"Promoter (1-2kb)",1090,"STAT2","signal transducer and activator of transcription 2"
"chr10",9305129,9305368,"Intron (ENST00000658214.1/101928272, intron 2 of 3)",4268,"LOC101928272","uncharacterized LOC101928272"
"chr10",91370063,91370302,"Intron (ENST00000838033.1/100188947, intron 2 of 3)",-18668,"HECTD2-AS1","HECTD2 antisense RNA 1"
"chr11",2416056,2416295,"Intron (ENST00000533881.5/29850, intron 7 of 23)",6717,"TRPM5","transient receptor potential cation channel subfamily M member 5"
"chr21",46639830,46640069,"Intron (ENST00000451211.6/3275, intron 2 of 7)",-3217,"PRMT2","protein arginine methyltransferase 2"
"chr3",129627989,129628228,"Distal Intergenic",-12139,"LOC124909431","uncharacterized LOC124909431"
"chr8",68257938,68258177,"Distal Intergenic",-37264,"LOC124901957","uncharacterized LOC124901957"
"chr17",77728303,77728542,"Promoter (<=1kb)",17,"LINC01987","long intergenic non-protein coding RNA 1987"
"chr10",121608690,121608929,"Distal Intergenic",-10232,"FGFR2","fibroblast growth factor receptor 2"
"chr1",16012571,16012810,"Distal Intergenic",5015,"HSPB7","heat shock protein family B (small) member 7"
"chr8",128322716,128322955,"Distal Intergenic",92426,"LINC00824","long intergenic non-protein coding RNA 824"
"chr5",141208544,141208783,"Promoter (<=1kb)",0,"PCDHB12","protocadherin beta 12"
"chr1",113219457,113219696,"Distal Intergenic",-13033,"LOC643441","uncharacterized LOC643441"
"chr14",53296052,53296291,"Intron (ENST00000728779.1/ENST00000728779.1, intron 1 of 2)",-20577,"LOC105370504","uncharacterized LOC105370504"
"chr1",207923576,207923815,"Intron (ENST00000742950.1/107985253, intron 2 of 2)",-12174,"CD34","CD34 molecule"
"chr8",107755626,107755865,"Intron (ENST00000794905.1/105375703, intron 2 of 5)",22922,"LOC105375703","uncharacterized LOC105375703"
"chr10",76602,76693,"Promoter (2-3kb)",-2439,"TUBB8","tubulin beta 8 class VIII"
"chr1",2539395,2539634,"Intron (ENST00000644246.1/ENST00000644246.1, intron 1 of 1)",-9132,"HES5","hes family bHLH transcription factor 5"
"chr4",76947424,76947663,"Promoter (<=1kb)",827,"LOC105377294","uncharacterized LOC105377294"
"chr18",47931791,47932030,"Promoter (<=1kb)",-645,"SMAD2","SMAD family member 2"
"chr11",11400920,11401159,"Intron (ENST00000227756.5/374378, intron 3 of 10)",-47670,"CSNK2A3","casein kinase 2 alpha 3"
"chr20",62572091,62572330,"Distal Intergenic",7151,"MIR1-1HG","MIR1-1 host gene"
"chr2",164560263,164560502,"Intron (ENST00000696453.2/2888, intron 1 of 12)",7982,"GRB14","growth factor receptor bound protein 14"
"chr11",35142444,35142683,"Intron (ENST00000526025.2/960, intron 1 of 1)",-3133,"CD44-DT","CD44 divergent transcript"
"chr9",137189142,137189381,"Promoter (<=1kb)",436,"SSNA1","SS nuclear autoantigen 1"
"chr3",137217811,137218050,"Distal Intergenic",-235615,"IL20RB-AS1","IL20RB antisense RNA 1"
"chr8",41126165,41126404,"Intron (ENST00000771022.1/ENST00000771022.1, intron 1 of 2)",58183,"LOC105379771","uncharacterized LOC105379771"
"chr2",171926609,171926848,"Intron (ENST00000412731.5/8520, intron 2 of 9)",4002,"HAT1","histone acetyltransferase 1"
"chr3",133376886,133377125,"Promoter (2-3kb)",-2592,"TMEM108","transmembrane protein 108"
"chr1",177185301,177185540,"Intron (ENST00000361539.5/57795, intron 1 of 7)",14343,"BRINP2","BMP/retinoic acid inducible neural specific 2"
"chr5",10424197,10424436,"Intron (ENST00000274140.10/10299, intron 23 of 25)",8598,"MARCHF6","membrane associated ring-CH-type finger 6"
"chr19",33311368,33311607,"Intron (ENST00000807668.1/ENST00000807668.1, intron 2 of 3)",8511,"CEBPA-DT","CEBPA divergent transcript"
"chr17",56866589,56866828,"3' UTR",4403,"DGKE","diacylglycerol kinase epsilon"
"chr8",102808534,102808773,"Promoter (<=1kb)",0,"GASAL1","growth arrest associated lncRNA 1"
"chr10",80222828,80222893,"Intron (ENST00000819791.1/124902470, intron 1 of 3)",-10771,"LOC124902470","uncharacterized LOC124902470"
"chr17",30824628,30824725,"Promoter (<=1kb)",0,"CRLF3","cytokine receptor like factor 3"
"chr11",67401479,67401718,"Promoter (<=1kb)",0,"PPP1CA","protein phosphatase 1 catalytic subunit alpha"
"chr3",21752832,21753071,"Promoter (1-2kb)",-1622,"ZNF385D","zinc finger protein 385D"
"chrX",118536760,118536999,"Intron (ENST00000276202.9/139818, intron 1 of 52)",-9112,"DOCK11","dedicator of cytokinesis 11"
"chr8",29127232,29127471,"Exon (ENST00000524189.6/23303, exon 25 of 40)",-19040,"KIF13B","kinesin family member 13B"
"chr10",1755615,1755854,"Distal Intergenic",-18090,"ADARB2","adenosine deaminase RNA specific B2 (inactive)"
"chr3",71006881,71007120,"Promoter (1-2kb)",-1545,"FOXP1","forkhead box P1"
"chr1",5637261,5637500,"Intron (ENST00000727917.1/ENST00000727917.1, intron 1 of 2)",72164,"LOC124903830","uncharacterized LOC124903830"
"chr14",106586195,106586434,"Exon (ENST00000519770.1/ENST00000519770.1, exon 2 of 2)",103654,"LINC00221","long intergenic non-protein coding RNA 221"
"chr10",91389694,91389933,"Intron (ENST00000838033.1/100188947, intron 2 of 3)",13243,"HECTD2-AS1","HECTD2 antisense RNA 1"
"chr1",7454128,7454367,"Intron (ENST00000303635.12/23261, intron 5 of 22)",-12516,"CAMTA1-AS1","CAMTA1 antisense RNA 1"
"chr5",135834492,135834731,"Promoter (<=1kb)",0,"SLC25A48","solute carrier family 25 member 48"
"chr10",50988773,50989012,"Promoter (1-2kb)",-1876,"PRKG1","protein kinase cGMP-dependent 1"
"chr4",121944030,121944269,"Intron (ENST00000379645.8/7222, intron 1 of 11)",6605,"TRPC3","transient receptor potential cation channel subfamily C member 3"
"chr6",156359991,156360230,"Intron (ENST00000789267.1/105378071, intron 3 of 4)",9412,"LOC105378071","uncharacterized LOC105378071"
"chr19",4723840,4724079,"Promoter (<=1kb)",0,"LOC105372250","uncharacterized LOC105372250"
"chrX",86133836,86134075,"Distal Intergenic",-14376,"DACH2","dachshund family transcription factor 2"
"chr11",94741417,94741656,"Promoter (1-2kb)",-1029,"PIWIL4-AS1","PIWIL4 antisense RNA 1"
"chr17",27609673,27609912,"Promoter (<=1kb)",0,"KSR1","kinase suppressor of ras 1"
"chr17",15882137,15882376,"Intron (ENST00000784731.1/136, intron 3 of 3)",-34141,"LINC02087","long intergenic non-protein coding RNA 2087"
"chr13",28819801,28820040,"Promoter (<=1kb)",-299,"MTUS2","microtubule associated scaffold protein 2"
"chr2",216664554,216664793,"Downstream (<=300bp)",3821,"IGFBP2","insulin like growth factor binding protein 2"
"chr11",93225704,93225943,"Distal Intergenic",-4074,"LOC112268080","ATP synthase subunit ATP5MJ, mitochondrial-like"
"chr2",67476895,67477134,"Distal Intergenic",-39090,"LINC02831","long intergenic non-protein coding RNA 2831"
"chr14",99648452,99648691,"Intron (ENST00000330710.10/84439, intron 1 of 8)",3309,"HHIPL1","HHIP like 1"
"chr19",1064962,1065201,"Promoter (<=1kb)",303,"ABCA7","ATP binding cassette subfamily A member 7"
"chr16",50368917,50369156,"Promoter (<=1kb)",0,"BRD7","bromodomain containing 7"
"chr1",7942368,7942607,"Promoter (<=1kb)",558,"TNFRSF9","TNF receptor superfamily member 9"
"chr16",74034925,74035164,"Intron (ENST00000641127.2/101928035, intron 3 of 4)",-14954,"LOC107984856","uncharacterized LOC107984856"
"chr10",103053946,103054185,"Intron (ENST00000369878.9/54805, intron 2 of 7)",-14251,"CNNM2","cyclin and CBS domain divalent metal cation transport mediator 2"
"chr6",62150136,62150375,"Intron (ENST00000718012.1/202559, intron 2 of 13)",135850,"KHDRBS2","KH RNA binding domain containing, signal transduction associated 2"
"chr7",105687994,105688233,"Intron (ENST00000419735.8/222255, intron 3 of 11)",3404,"ATXN7L1","ataxin 7 like 1"
"chrX",102900026,102900265,"Promoter (<=1kb)",-197,"LINC00630","long intergenic non-protein coding RNA 630"
"chr2",46555090,46555329,"Intron (ENST00000465198.1/23433, intron 1 of 1)",11323,"RHOQ","ras homolog family member Q"
"chr14",103354870,103355109,"Distal Intergenic",14466,"EIF5","eukaryotic translation initiation factor 5"
"chr18",77059610,77059849,"Intron (ENST00000355994.7/4155, intron 3 of 8)",27733,"MBP","myelin basic protein"
"chr20",58246447,58246686,"Promoter (<=1kb)",-83,"PPP4R1L","protein phosphatase 4 regulatory subunit 1 like (pseudogene)"
"chr19",44904783,44905022,"Promoter (<=1kb)",-769,"APOE","apolipoprotein E"
"chr1",50750042,50750281,"Intron (ENST00000396153.7/11124, intron 4 of 18)",-43991,"FAF1","Fas associated factor 1"
"chr20",37543804,37544043,"Distal Intergenic",-15873,"BLCAP","BLCAP apoptosis inducing factor"
"chr1",5481981,5482220,"Exon (ENST00000641583.1/ENST00000641583.1, exon 1 of 2)",10584,"LOC105376686","uncharacterized LOC105376686"
"chr14",22112086,22112325,"Distal Intergenic",270844,"TRD-AS1","TRD antisense RNA 1"
"chrX",134782891,134783130,"Intron (ENST00000370790.5/159090, intron 7 of 8)",5974,"PABIR2","PABIR family member 2"
"chrX",15300020,15300259,"Intron (ENST00000380470.7/140456, intron 2 of 6)",14300,"ASB11","ankyrin repeat and SOCS box containing 11"
"chr6",5303329,5303568,"Intron (ENST00000324331.10/10667, intron 1 of 6)",41816,"FARS2","phenylalanyl-tRNA synthetase 2, mitochondrial"
"chr2",108182568,108182807,"Intron (ENST00000669479.1/102724774, intron 2 of 4)",34625,"LINC01594","long intergenic non-protein coding RNA 1594"
"chr12",9751354,9751593,"Distal Intergenic",9308,"CD69","CD69 molecule"
"chr8",29875071,29875310,"Intron (ENST00000816257.1/105379354, intron 1 of 1)",-4316,"LOC107986884","uncharacterized LOC107986884"
"chr12",14723766,14724005,"Intron (ENST00000786475.1/123706531, intron 5 of 5)",15616,"GUCY2C-AS1","GUCY2C antisense RNA 1"
"chrX",109889749,109889988,"Distal Intergenic",-112643,"TMEM164","transmembrane protein 164"
"chr8",47259470,47259709,"Promoter (1-2kb)",-1169,"SPIDR","scaffold protein involved in DNA repair"
"chr3",50652838,50653077,"Exon (ENST00000693211.1/ENST00000693211.1, exon 1 of 1)",6626,"MAPKAPK3","MAPK activated protein kinase 3"
"chr1",47704323,47704562,"Downstream (<=300bp)",-6028,"LOC124904174","uncharacterized LOC124904174"
"chr17",70168107,70168346,"Promoter (<=1kb)",-327,"KCNJ2","potassium inwardly rectifying channel subfamily J member 2"
"chr5",37212180,37212419,"Promoter (1-2kb)",1203,"CPLANE1","ciliogenesis and planar polarity effector complex subunit 1"
"chr20",57022426,57022665,"Distal Intergenic",47290,"LOC105372683","uncharacterized LOC105372683"
"chr4",27684583,27684822,"Distal Intergenic",-7544,"LOC105374548","uncharacterized LOC105374548"
"chr19",8456148,8456387,"Intron (ENST00000348943.7/4670, intron 2 of 16)",-5582,"HNRNPM","heterogeneous nuclear ribonucleoprotein M"
"chr2",135916327,135916566,"Promoter (1-2kb)",-1461,"DARS1","aspartyl-tRNA synthetase 1"
"chr3",133777116,133777355,"3' UTR",4364,"TF","transferrin"
"chr13",29105868,29106107,"Intron (ENST00000612955.6/23281, intron 5 of 15)",33884,"MTUS2","microtubule associated scaffold protein 2"
"chr2",219002524,219002763,"Promoter (<=1kb)",309,"CFAP65-AS1","CFAP65 antisense RNA 1"
"chr21",31347493,31347732,"Intron (ENST00000286827.7/7074, intron 2 of 28)",-3191,"TIAM1","TIAM Rac1 associated GEF 1"
"chr17",45719844,45720083,"Intron (ENST00000634540.1/104909134, intron 3 of 14)",12894,"LOC107985028","uncharacterized LOC107985028"
"chrX",72540394,72540633,"Intron (ENST00000647613.1/55869, intron 5 of 11)",27389,"HDAC8","histone deacetylase 8"
"chr10",70267722,70267961,"Intron (ENST00000277942.7/64106, intron 1 of 3)",16043,"NPFFR1","neuropeptide FF receptor 1"
"chr1",233904523,233904762,"Promoter (<=1kb)",0,"SLC35F3","solute carrier family 35 member F3"
"chr6",119720255,119720494,"Distal Intergenic",-122571,"LOC105377975","uncharacterized LOC105377975"
"chr11",71086861,71087100,"Intron (ENST00000601538.6/22941, intron 8 of 25)",5377,"SHANK2","SH3 and multiple ankyrin repeat domains 2"
"chr12",21169952,21170191,"Intron (ENST00000543498.5/10599, intron 5 of 5)",38758,"SLCO1B1","solute carrier organic anion transporter family member 1B1"
"chr8",126869442,126869681,"Intron (ENST00000645463.1/105375751, intron 4 of 6)",3534,"LOC105375751","uncharacterized LOC105375751"
"chr7",6104725,6104964,"Promoter (<=1kb)",0,"USP42","ubiquitin specific peptidase 42"
"chr16",30950175,30950414,"Promoter (1-2kb)",1023,"ORAI3","ORAI calcium release-activated calcium modulator 3"
"chr15",101137770,101138009,"Distal Intergenic",-24957,"LOC124903564","uncharacterized LOC124903564"
"chr22",37906088,37906327,"Promoter (<=1kb)",0,"MICALL1","MICAL like 1"
"chr16",1941426,1941665,"Promoter (<=1kb)",274,"MSRB1","methionine sulfoxide reductase B1"
"chr3",165895979,165896218,"Distal Intergenic",-58517,"BCHE","butyrylcholinesterase"
"chr15",50182065,50182304,"Promoter (<=1kb)",0,"SLC27A2","solute carrier family 27 member 2"
"chr16",10668466,10668705,"Intron (ENST00000574923.1/146279, intron 1 of 2)",3073,"TEKT5","tektin 5"
"chr5",180117178,180117417,"Promoter (1-2kb)",-1778,"RASGEF1C","RasGEF domain family member 1C"
"chr9",32251516,32251755,"Distal Intergenic",64843,"LOC107987059","uncharacterized LOC107987059"
"chr7",106660438,106660656,"Promoter (<=1kb)",502,"CCDC71L","coiled-coil domain containing 71 like"
"chr20",3768672,3768911,"Promoter (<=1kb)",-891,"ADISSP","adipose secreted signaling protein"
"chr20",62907452,62907691,"Intron (ENST00000266070.8/11083, intron 4 of 15)",6715,"DIDO1","death inducer-obliterator 1"
"chr4",26788150,26788389,"Promoter (<=1kb)",232,"TBC1D19","TBC1 domain family member 19"
"chr2",88022141,88022380,"Distal Intergenic",5097,"LOC105374852","uncharacterized LOC105374852"
"chr5",61139176,61139415,"Intron (ENST00000678452.1/91942, intron 3 of 3)",-22642,"SMIM15-AS1","SMIM15 antisense RNA 1"
"chr2",210503074,210503313,"Intron (ENST00000673510.1/1373, intron 1 of 39)",25365,"CPS1","carbamoyl-phosphate synthase 1"
"chr6",127737000,127737239,"Intron (ENST00000368250.5/387357, intron 5 of 6)",72446,"LINC02536","long intergenic non-protein coding RNA 2536"
"chr14",21723488,21723727,"5' UTR",-49670,"OR4E1","olfactory receptor family 4 subfamily E member 1"
"chr10",126161325,126161564,"Intron (ENST00000368679.8/8038, intron 3 of 22)",-6020,"ADAM12","ADAM metallopeptidase domain 12"
"chr18",30999257,30999496,"Intron (ENST00000360428.9/1825, intron 14 of 15)",7422,"DSC3","desmocollin 3"
"chr6",161101591,161101830,"Promoter (<=1kb)",558,"MAP3K4","mitogen-activated protein kinase kinase kinase 4"
"chr4",9703569,9703667,"Exon (ENST00000804732.1/ENST00000804732.1, exon 2 of 2)",14266,"LOC124900660","uncharacterized LOC124900660"
"chr6",56699127,56699366,"Intron (ENST00000312431.10/667, intron 6 of 94)",-5824,"DST","dystonin"
"chr8",95269371,95269610,"Promoter (<=1kb)",-170,"CFAP418","cilia and flagella associated protein 418"
"chrX",79081950,79082189,"Distal Intergenic",-62499,"GPR174","G protein-coupled receptor 174"
"chr1",16963519,16963758,"Promoter (2-3kb)",-2270,"CROCC","ciliary rootlet coiled-coil, rootletin"
"chr6",123715339,123715578,"Distal Intergenic",-78150,"TRDN","triadin"
"chr5",7593007,7593246,"Intron (ENST00000338316.9/108, intron 3 of 24)",-17863,"ADCY2","adenylate cyclase 2"
